post_id,platform,content_type,topic,language,region,Post_date,post_hour,sentiment_score,views,likes,comments,shares,engagement_rate,viral
1355,LinkedIn,carousel,Business,ES,IN,2025-02-27,15,0.68,1459,76,29,11,0.0814,Yes
1356,LinkedIn,image,Education,UR,UK,2025-09-03,01,0.85,41474,2612,1004,401,0.0969,Yes
1357,LinkedIn,video,Food,UR,FR,2025-09-06,13,0.99,10035,802,308,123,0.1231,Yes
1358,LinkedIn,article,Fashion,UR,US,2025-03-08,15,0.64,16643,817,314,125,0.0756,No
1359,LinkedIn,article,Education,EN,MX,2025-09-29,02,0.99,4847,410,158,63,0.1304,Yes
1360,LinkedIn,video,Technology,ES,DE,2025-03-11,14,0.09,13233,1032,397,158,0.1201,Yes
1361,LinkedIn,article,Technology,PT,US,2025-03-10,14,0.57,37492,3317,1276,510,0.1361,Yes
1362,LinkedIn,image,Lifestyle,DE,BR,2025-09-21,09,0.61,14851,551,212,84,0.0572,No
1363,LinkedIn,image,Education,PT,FR,2025-03-22,19,0.82,25896,444,171,68,0.0264,No
1364,LinkedIn,carousel,Entertainment,PT,MX,2025-06-08,09,0.52,5121,217,83,33,0.0654,No
1365,LinkedIn,image,Technology,HI,DE,2025-04-12,02,0.61,29838,1771,681,272,0.0913,Yes
1366,LinkedIn,image,Sports,ES,UK,2025-06-04,10,0.56,49846,2139,822,329,0.066,No
1367,LinkedIn,article,Education,JA,CA,2025-01-28,15,0.66,26450,2234,859,343,0.13,Yes
1368,LinkedIn,poll,Business,FR,DE,2025-11-07,15,0.29,49895,3151,1212,484,0.0972,Yes
1369,LinkedIn,carousel,Entertainment,UR,BR,2025-01-04,03,0.53,10414,698,268,107,0.1032,Yes
1370,LinkedIn,poll,Travel,FR,MX,2025-04-18,15,0.86,26872,2493,959,383,0.1428,Yes
1371,LinkedIn,carousel,Health,ES,UK,2025-03-26,10,0.81,2421,151,58,23,0.0964,Yes
1372,LinkedIn,image,Technology,HI,FR,2025-11-12,10,0.75,10787,935,359,143,0.1335,Yes
1373,LinkedIn,article,Travel,DE,DE,2025-02-13,14,0.81,41785,909,349,139,0.0335,No
1374,LinkedIn,poll,Business,HI,US,2025-01-02,12,-0.35,10866,703,270,108,0.0997,Yes
1375,LinkedIn,carousel,Travel,JA,JP,2025-04-22,09,0.88,1226,40,15,6,0.0515,No
1376,LinkedIn,image,Technology,FR,FR,2025-01-18,14,-0.05,4515,95,36,14,0.0327,No
1377,LinkedIn,carousel,Lifestyle,EN,FR,2025-08-31,11,-0.19,3622,98,38,15,0.042,No
1378,LinkedIn,carousel,Business,DE,FR,2025-05-15,23,0.96,39474,2970,1142,457,0.1158,Yes
1379,LinkedIn,poll,Travel,UR,CA,2025-02-09,15,0.65,29607,1141,439,175,0.0593,No
1380,LinkedIn,video,Sports,FR,CA,2025-05-12,03,0.95,22597,1539,592,236,0.1048,Yes
1381,LinkedIn,poll,Education,FR,UK,2025-01-09,09,0.9,42744,1275,490,196,0.0459,No
1382,LinkedIn,carousel,Travel,JA,IN,2025-09-20,16,0.73,20013,423,163,65,0.0326,No
1383,LinkedIn,poll,Technology,PT,IN,2025-04-13,08,0.81,34771,1764,678,271,0.0781,No
1384,LinkedIn,carousel,Food,UR,CA,2025-07-18,10,-0.17,10221,388,149,59,0.0586,No
1385,LinkedIn,carousel,Health,ES,US,2025-02-20,14,0.71,27122,1116,429,171,0.0634,No
1386,LinkedIn,image,Travel,DE,IN,2025-03-30,15,0.87,28192,2329,896,358,0.1272,Yes
1387,LinkedIn,video,Lifestyle,EN,DE,2025-02-06,14,-0.07,34573,1734,667,266,0.0772,No
1388,LinkedIn,carousel,Lifestyle,EN,MX,2025-04-14,15,0.23,48853,894,344,137,0.0282,No
1389,LinkedIn,article,Business,PT,BR,2025-01-24,09,0.82,48927,984,378,151,0.031,No
1390,LinkedIn,poll,Fashion,FR,US,2025-11-08,08,0.12,40806,1856,714,285,0.07,No
1391,LinkedIn,carousel,Food,JA,MX,2025-05-20,10,0.72,20583,841,323,129,0.063,No
1392,LinkedIn,article,Travel,FR,DE,2025-07-13,15,0.97,38554,1459,561,224,0.0583,No
1393,LinkedIn,article,Education,EN,MX,2025-12-03,00,-0.68,35763,1480,569,227,0.0637,No
1394,LinkedIn,video,Education,UR,CA,2025-01-09,14,0.57,29625,1488,572,229,0.0773,No
1395,LinkedIn,poll,Education,HI,UK,2025-02-04,15,0.06,26980,1599,615,246,0.0912,Yes
1396,LinkedIn,image,Entertainment,PT,MX,2025-05-06,07,0.65,32494,1242,478,191,0.0589,No
1397,LinkedIn,poll,Business,HI,JP,2025-04-09,12,0.49,10612,859,330,132,0.1246,Yes
1398,LinkedIn,image,Education,UR,FR,2025-11-15,09,0.79,8801,459,176,70,0.0804,Yes
1399,LinkedIn,poll,Food,EN,MX,2025-03-29,09,-0.48,47089,1203,463,185,0.0393,No
1400,LinkedIn,carousel,Health,JA,DE,2025-06-10,09,0.61,5246,209,80,32,0.0616,No
1401,LinkedIn,poll,Technology,UR,DE,2025-09-19,22,0.67,14458,818,314,125,0.0871,Yes
1402,LinkedIn,video,Technology,JA,FR,2025-02-10,15,0.6,6781,388,149,59,0.0882,Yes
1403,LinkedIn,poll,Entertainment,ES,CA,2025-11-28,16,-0.65,40058,495,190,76,0.0191,No
1404,LinkedIn,article,Technology,JA,CA,2025-03-09,10,0.94,34513,2481,954,381,0.1106,Yes
1405,LinkedIn,carousel,Lifestyle,JA,US,2025-05-05,01,-0.83,24220,1052,404,161,0.0669,No
1406,LinkedIn,article,Travel,JA,BR,2025-02-21,21,0.94,24427,664,255,102,0.0419,No
1407,LinkedIn,article,Fashion,JA,CA,2025-11-05,23,0.71,14712,352,135,54,0.037,No
1408,LinkedIn,article,Lifestyle,HI,UK,2025-09-05,20,0.99,8460,373,143,57,0.068,No
1409,LinkedIn,carousel,Fashion,HI,US,2025-10-26,14,0.71,18262,880,338,135,0.0742,No
1410,LinkedIn,carousel,Food,UR,US,2025-04-29,13,0.69,33676,1864,717,286,0.0852,Yes
1411,LinkedIn,video,Entertainment,DE,CA,2025-09-13,10,-0.13,6814,225,86,34,0.0511,No
1412,LinkedIn,image,Lifestyle,ES,BR,2025-04-27,09,0.88,2570,241,93,37,0.1449,Yes
1413,LinkedIn,video,Lifestyle,UR,FR,2025-08-30,12,0.79,42098,2325,894,357,0.085,Yes
1414,LinkedIn,poll,Entertainment,PT,IN,2025-08-15,09,0.44,19787,1588,611,244,0.1235,Yes
1415,LinkedIn,article,Business,UR,UK,2025-12-08,09,1,39763,3394,1305,522,0.1313,Yes
1416,LinkedIn,video,Fashion,PT,UK,2025-12-07,07,-0.33,38692,2098,807,322,0.0834,Yes
1417,LinkedIn,poll,Health,ES,IN,2025-10-13,13,-1,21542,927,356,142,0.0663,No
1418,LinkedIn,video,Lifestyle,ES,US,2025-03-10,04,-0.5,28589,1086,418,167,0.0585,No
1419,LinkedIn,poll,Technology,HI,JP,2025-08-20,10,0.5,17076,1246,479,191,0.1123,Yes
1420,LinkedIn,image,Entertainment,JA,UK,2025-07-22,13,-0.01,5357,265,102,40,0.0765,No
1421,LinkedIn,image,Health,DE,DE,2025-10-26,20,0.96,36885,1615,621,248,0.0674,No
1422,LinkedIn,video,Education,DE,IN,2025-04-17,08,0.72,38530,611,235,94,0.0244,No
1423,LinkedIn,carousel,Business,FR,IN,2025-05-10,08,0.52,24435,537,206,82,0.0338,No
1424,LinkedIn,image,Food,JA,AU,2025-09-22,14,0.57,29889,1582,608,243,0.0814,Yes
1425,LinkedIn,carousel,Health,HI,AU,2025-04-10,14,-0.92,14508,533,205,82,0.0566,No
1426,LinkedIn,image,Entertainment,HI,UK,2025-04-28,15,-0.16,30891,568,218,87,0.0283,No
1427,LinkedIn,poll,Health,DE,FR,2025-06-04,15,-0.35,25398,1687,649,259,0.1022,Yes
1428,LinkedIn,video,Business,EN,FR,2025-01-18,10,-0.88,19894,895,344,137,0.0693,No
1429,LinkedIn,article,Lifestyle,ES,US,2025-07-26,09,0.99,27332,1438,553,221,0.081,Yes
1430,LinkedIn,video,Business,ES,MX,2025-03-11,08,0.63,43927,772,297,118,0.0271,No
1431,LinkedIn,poll,Technology,HI,IN,2025-04-17,14,-0.89,15069,256,98,39,0.0263,No
1432,LinkedIn,poll,Lifestyle,DE,FR,2025-12-14,10,0.66,1326,38,14,5,0.0447,No
1433,LinkedIn,poll,Fashion,PT,FR,2025-04-09,09,0.74,42744,2800,1077,430,0.1008,Yes
1434,LinkedIn,video,Food,JA,BR,2025-07-02,09,0.44,32976,2338,899,359,0.1091,Yes
1435,LinkedIn,carousel,Sports,DE,BR,2025-11-24,15,0.64,39116,2720,1046,418,0.107,Yes
1436,LinkedIn,video,Lifestyle,JA,UK,2025-07-21,14,-0.12,14274,963,370,148,0.1039,Yes
1437,LinkedIn,carousel,Travel,ES,UK,2025-02-22,09,0.96,19783,1011,389,155,0.0787,No
1438,LinkedIn,image,Fashion,PT,BR,2025-12-09,15,0.85,36807,2964,1140,456,0.1239,Yes
1439,LinkedIn,article,Health,HI,DE,2025-04-25,16,0.88,32063,871,335,134,0.0418,No
1440,LinkedIn,article,Travel,ES,US,2025-02-18,15,0.99,19708,993,382,152,0.0776,No
1441,LinkedIn,video,Food,UR,JP,2025-07-23,14,-0.1,13534,680,261,104,0.0774,No
1442,LinkedIn,carousel,Sports,UR,US,2025-04-21,14,0.08,6795,370,142,57,0.084,Yes
1443,LinkedIn,carousel,Technology,PT,AU,2025-04-25,10,0.87,38435,716,275,110,0.0287,No
1444,LinkedIn,carousel,Business,UR,CA,2025-01-18,02,-0.62,32590,1476,568,227,0.0697,No
1445,LinkedIn,video,Lifestyle,HI,UK,2025-01-24,17,0.42,17452,1415,544,217,0.1248,Yes
1446,LinkedIn,article,Entertainment,PT,US,2025-05-25,09,0.93,28328,2651,1019,407,0.144,Yes
1447,LinkedIn,carousel,Fashion,EN,IN,2025-11-14,07,0.56,11219,1018,391,156,0.1397,Yes
1448,LinkedIn,video,Education,FR,IN,2025-08-06,15,0.73,4850,107,41,16,0.0341,No
1449,LinkedIn,carousel,Entertainment,HI,JP,2025-03-01,10,0.96,37414,3141,1208,483,0.1292,Yes
1450,LinkedIn,article,Lifestyle,HI,IN,2025-03-09,14,0.1,29582,1339,515,206,0.0697,No
1451,LinkedIn,poll,Education,JA,FR,2025-05-31,06,0.77,8287,568,218,87,0.1056,Yes
1452,LinkedIn,carousel,Entertainment,UR,MX,2025-05-08,03,0.6,22724,438,168,67,0.0297,No
1453,LinkedIn,poll,Health,ES,FR,2025-02-04,14,0.45,10104,620,238,95,0.0945,Yes
1454,LinkedIn,image,Travel,HI,JP,2025-10-26,14,-0.97,7944,289,111,44,0.0561,No
1455,LinkedIn,image,Health,JA,DE,2025-12-06,06,0.64,43821,1906,733,293,0.0669,No
1456,LinkedIn,image,Technology,UR,FR,2025-01-05,09,0.87,34551,1826,702,281,0.0813,Yes
1457,LinkedIn,article,Technology,EN,FR,2025-07-29,09,0.68,12042,369,142,56,0.0472,No
1458,LinkedIn,article,Entertainment,DE,MX,2025-03-13,10,0.61,40714,2476,952,381,0.0936,Yes
1459,LinkedIn,image,Technology,EN,UK,2025-02-17,14,0.27,23742,1446,556,222,0.0937,Yes
1460,LinkedIn,image,Business,DE,JP,2025-03-16,10,0.42,36418,578,222,89,0.0245,No
1461,LinkedIn,article,Technology,UR,IN,2025-11-15,14,0.06,7265,542,208,83,0.115,Yes
1462,LinkedIn,image,Lifestyle,JA,AU,2025-07-29,09,0.53,23567,1238,476,190,0.0809,Yes
1463,LinkedIn,poll,Technology,FR,JP,2025-10-13,09,0.16,17422,1342,516,206,0.1185,Yes
1464,LinkedIn,video,Health,EN,DE,2025-06-19,14,0.57,38743,3227,1241,496,0.1282,Yes
1465,LinkedIn,article,Health,PT,CA,2025-11-23,14,0.84,26461,1144,440,176,0.0666,No
1466,LinkedIn,carousel,Business,FR,JP,2025-05-20,09,0.74,20584,1287,495,198,0.0963,Yes
1467,LinkedIn,poll,Technology,ES,DE,2025-04-23,16,0.58,33695,2724,1047,419,0.1244,Yes
1468,LinkedIn,video,Education,EN,AU,2025-05-25,07,-0.06,30777,1786,687,274,0.0893,Yes
1469,LinkedIn,image,Entertainment,DE,DE,2025-05-07,12,0.09,2887,112,43,17,0.06,No
1470,LinkedIn,carousel,Food,PT,US,2025-03-25,14,0.14,20078,759,292,116,0.0582,No
1471,LinkedIn,video,Entertainment,DE,AU,2025-03-13,10,0.51,46230,2831,1089,435,0.0942,Yes
1472,LinkedIn,article,Travel,ES,IN,2025-09-06,10,0.96,12588,1164,447,179,0.1423,Yes
1473,LinkedIn,image,Business,ES,FR,2025-07-15,15,0.18,15119,332,127,51,0.0338,No
1474,LinkedIn,video,Food,ES,AU,2025-01-24,14,0.46,16686,1040,400,160,0.0959,Yes
1475,LinkedIn,video,Education,FR,JP,2025-11-06,09,0.91,25679,1944,748,299,0.1165,Yes
1476,LinkedIn,image,Travel,HI,AU,2025-07-08,14,-0.03,15234,330,127,50,0.0334,No
1477,LinkedIn,video,Entertainment,PT,JP,2025-08-27,17,0.55,1842,136,52,21,0.1144,Yes
1478,LinkedIn,article,Food,UR,DE,2025-04-11,22,0.65,29050,1218,468,187,0.0645,No
1479,LinkedIn,image,Sports,JA,FR,2025-02-04,10,0.55,45248,1075,413,165,0.0366,No
1480,LinkedIn,carousel,Fashion,JA,US,2025-07-17,15,0.69,36333,1584,609,243,0.0671,No
1481,LinkedIn,video,Entertainment,ES,FR,2025-11-22,14,0.49,21418,626,241,96,0.045,No
1482,LinkedIn,article,Technology,FR,JP,2025-06-22,07,0.66,40284,2693,1036,414,0.1029,Yes
1483,LinkedIn,poll,Health,PT,CA,2025-04-17,15,0.74,23336,2030,781,312,0.1339,Yes
1484,LinkedIn,poll,Sports,EN,IN,2025-02-20,21,0.67,15439,1290,496,198,0.1287,Yes
1485,LinkedIn,image,Entertainment,ES,JP,2025-04-04,10,-0.65,31753,1955,752,300,0.0948,Yes
1486,LinkedIn,image,Fashion,JA,AU,2025-05-31,10,0.59,28084,1672,643,257,0.0916,Yes
1487,LinkedIn,poll,Health,DE,FR,2025-10-01,03,0.97,49476,2156,829,331,0.0671,No
1488,LinkedIn,article,Food,JA,CA,2025-04-21,14,0.13,1286,33,12,5,0.0401,No
1489,LinkedIn,video,Lifestyle,JA,JP,2025-10-09,22,-0.13,8616,572,220,88,0.1023,Yes
1490,LinkedIn,image,Technology,JA,US,2025-04-15,10,0.93,46443,988,380,152,0.0328,No
1491,LinkedIn,poll,Lifestyle,DE,IN,2025-07-22,15,0.4,5414,468,180,72,0.1331,Yes
1492,LinkedIn,video,Technology,EN,AU,2025-05-30,14,0.67,38765,1758,676,270,0.0698,No
1493,LinkedIn,poll,Sports,PT,JP,2025-11-23,10,0.1,2574,131,50,20,0.0785,No
1494,LinkedIn,image,Health,UR,CA,2025-01-27,10,0.94,20121,991,381,152,0.0758,No
1495,LinkedIn,carousel,Education,EN,AU,2025-01-25,09,0.64,34355,1437,552,221,0.0644,No
1496,LinkedIn,video,Education,FR,AU,2025-11-21,08,0.43,3756,226,87,34,0.0931,Yes
1497,LinkedIn,article,Entertainment,PT,AU,2025-06-12,15,0.68,44060,1043,401,160,0.0364,No
1498,LinkedIn,poll,Fashion,FR,JP,2025-12-26,09,-0.01,24347,1229,472,189,0.0777,No
1499,LinkedIn,poll,Business,FR,MX,2025-07-31,09,0.55,43180,2416,929,371,0.0861,Yes
1500,LinkedIn,poll,Education,PT,DE,2025-08-14,17,0.8,7177,386,148,59,0.0828,Yes
1501,LinkedIn,carousel,Education,EN,IN,2025-12-15,14,0.71,14402,405,156,62,0.0434,No
1502,LinkedIn,carousel,Sports,JA,FR,2025-08-09,10,0.48,34938,1482,570,228,0.0653,No
1503,LinkedIn,image,Health,HI,BR,2025-01-03,14,0.83,1522,103,39,15,0.1048,Yes
1504,LinkedIn,video,Fashion,ES,JP,2025-09-01,09,0.87,5029,85,33,13,0.0263,No
1505,LinkedIn,article,Sports,HI,US,2025-03-14,08,-0.69,44165,1555,598,239,0.0542,No
1506,LinkedIn,carousel,Travel,HI,CA,2025-12-31,03,0.64,30835,1449,557,223,0.0723,No
1507,LinkedIn,article,Food,PT,AU,2025-05-01,14,-0.66,47703,1403,539,215,0.0453,No
1508,LinkedIn,carousel,Food,FR,MX,2025-03-07,18,0.57,45024,1518,584,233,0.0519,No
1509,LinkedIn,article,Entertainment,DE,JP,2025-11-24,09,0.7,9817,464,178,71,0.0728,No
1510,LinkedIn,poll,Food,FR,UK,2025-08-28,19,0.45,13248,300,115,46,0.0349,No
1511,LinkedIn,poll,Health,JA,CA,2025-02-16,12,0.52,33430,2241,862,344,0.1032,Yes
1512,LinkedIn,carousel,Health,DE,MX,2025-09-23,15,0.42,3253,211,81,32,0.1001,Yes
1513,LinkedIn,video,Technology,PT,US,2025-02-14,15,-0.06,10387,460,177,70,0.0683,No
1514,LinkedIn,article,Health,FR,US,2025-11-27,06,0.43,48342,843,324,129,0.0268,No
1515,LinkedIn,article,Fashion,FR,IN,2025-10-11,09,0.97,5225,234,90,36,0.0691,No
1516,LinkedIn,poll,Sports,EN,CA,2025-04-28,14,0.95,2620,155,59,23,0.0915,Yes
1517,LinkedIn,article,Sports,ES,FR,2025-09-24,14,-0.22,6785,96,37,14,0.0221,No
1518,LinkedIn,image,Fashion,FR,BR,2025-01-05,13,0.75,9178,691,266,106,0.116,Yes
1519,LinkedIn,video,Health,FR,JP,2025-07-28,11,0.69,9209,619,238,95,0.1036,Yes
1520,LinkedIn,poll,Business,PT,BR,2025-08-10,14,0.51,29328,1395,536,214,0.0732,No
1521,LinkedIn,poll,Fashion,EN,CA,2025-12-25,14,0.95,40467,2960,1138,455,0.1126,Yes
1522,LinkedIn,poll,Food,EN,JP,2025-05-30,10,0.66,40535,3269,1257,503,0.1241,Yes
1523,LinkedIn,carousel,Lifestyle,EN,AU,2025-04-07,11,-0.15,20064,404,155,62,0.031,No
1524,LinkedIn,carousel,Entertainment,PT,DE,2025-09-05,10,0.07,29927,556,214,85,0.0286,No
1525,LinkedIn,article,Lifestyle,PT,US,2025-01-29,11,0.76,42851,1302,501,200,0.0468,No
1526,LinkedIn,carousel,Fashion,JA,DE,2025-11-24,09,-0.13,42524,566,217,87,0.0205,No
1527,LinkedIn,poll,Health,EN,JP,2025-05-21,09,0,14816,982,378,151,0.1021,Yes
1528,LinkedIn,poll,Technology,PT,MX,2025-01-22,15,-0.41,28752,555,213,85,0.0297,No
1529,LinkedIn,poll,Travel,DE,BR,2025-08-29,23,0.15,43074,2816,1083,433,0.1006,Yes
1530,LinkedIn,image,Health,DE,FR,2025-12-14,15,0.62,17671,722,277,111,0.0629,No
1531,LinkedIn,article,Lifestyle,PT,FR,2025-10-09,21,0.08,15984,915,352,140,0.0882,Yes
1532,LinkedIn,image,Fashion,PT,MX,2025-08-02,06,0.21,31982,1248,480,192,0.0601,No
1533,LinkedIn,carousel,Technology,UR,BR,2025-03-23,20,-0.18,2558,151,58,23,0.0911,Yes
1534,LinkedIn,image,Education,EN,DE,2025-01-17,14,0.5,40551,2904,1117,446,0.1102,Yes
1535,LinkedIn,poll,Technology,JA,JP,2025-04-27,15,0.6,24013,570,219,87,0.0366,No
1536,LinkedIn,article,Sports,EN,UK,2025-06-25,10,-0.46,45812,2275,875,350,0.0764,No
1537,LinkedIn,video,Business,JA,CA,2025-06-19,09,-0.85,24459,455,175,70,0.0287,No
1538,LinkedIn,carousel,Lifestyle,ES,AU,2025-08-11,12,0.52,47852,3152,1212,485,0.1014,Yes
1539,LinkedIn,image,Lifestyle,DE,IN,2025-05-13,13,0.94,20951,949,365,146,0.0697,No
1540,LinkedIn,image,Education,FR,JP,2025-12-24,15,0.67,26249,605,232,93,0.0355,No
1541,LinkedIn,video,Entertainment,DE,JP,2025-07-11,23,0.72,34499,3205,1233,493,0.143,Yes
1542,LinkedIn,carousel,Health,ES,US,2025-10-29,01,0.91,41531,2741,1054,421,0.1015,Yes
1543,LinkedIn,article,Health,JA,US,2025-06-09,14,0.88,12353,1169,449,179,0.1456,Yes
1544,LinkedIn,video,Lifestyle,FR,AU,2025-10-12,09,0.89,27262,1117,429,171,0.0631,No
1545,LinkedIn,article,Sports,ES,BR,2025-02-24,10,0.47,22707,829,319,127,0.0562,No
1546,LinkedIn,article,Lifestyle,UR,BR,2025-02-13,10,-0.92,3499,145,56,22,0.0641,No
1547,LinkedIn,video,Food,JA,JP,2025-03-02,03,0.87,23264,1923,739,295,0.1272,Yes
1548,LinkedIn,carousel,Business,ES,AU,2025-02-27,04,0.77,11271,268,103,41,0.0367,No
1549,LinkedIn,poll,Business,PT,CA,2025-02-08,14,0.81,32937,534,205,82,0.025,No
1550,LinkedIn,image,Education,HI,DE,2025-04-11,14,-0.01,35127,1010,388,155,0.0443,No
1551,LinkedIn,carousel,Fashion,EN,BR,2025-06-08,01,0.87,18838,321,123,49,0.0263,No
1552,LinkedIn,video,Lifestyle,PT,JP,2025-12-14,09,0.55,37009,2423,932,372,0.1008,Yes
1553,LinkedIn,carousel,Sports,HI,US,2025-06-10,10,0.4,16402,877,337,135,0.0824,Yes
1554,LinkedIn,poll,Sports,DE,BR,2025-03-30,10,0.83,42757,2120,815,326,0.0763,No
1555,LinkedIn,carousel,Technology,FR,AU,2025-10-17,21,0.51,3801,63,24,9,0.0257,No
1556,LinkedIn,video,Entertainment,UR,IN,2025-01-26,00,0.53,1420,77,29,11,0.0845,Yes
1557,LinkedIn,article,Entertainment,HI,CA,2025-05-16,09,0.6,8529,523,201,80,0.0944,Yes
1558,LinkedIn,carousel,Health,JA,IN,2025-05-01,09,0.64,9812,715,275,110,0.1123,Yes
1559,LinkedIn,carousel,Travel,FR,US,2025-07-10,10,1,11870,932,358,143,0.1208,Yes
1560,LinkedIn,video,Lifestyle,PT,IN,2025-06-04,15,0.67,7341,506,194,77,0.1062,Yes
1561,LinkedIn,video,Entertainment,DE,MX,2025-06-01,09,-0.01,25714,1230,473,189,0.0736,No
1562,LinkedIn,poll,Health,JA,US,2025-04-21,10,0.54,6161,449,172,69,0.1122,Yes
1563,LinkedIn,poll,Sports,ES,CA,2025-02-28,05,0.44,18316,336,129,51,0.0283,No
1564,LinkedIn,video,Food,HI,IN,2025-10-06,10,0.67,39232,2978,1145,458,0.1168,Yes
1565,LinkedIn,carousel,Technology,JA,DE,2025-12-13,14,0.92,7976,456,175,70,0.0881,Yes
1566,LinkedIn,article,Lifestyle,PT,DE,2025-08-02,09,0.88,47305,1994,767,306,0.0649,No
1567,LinkedIn,video,Entertainment,PT,BR,2025-02-18,15,0.77,15281,841,323,129,0.0847,Yes
1568,LinkedIn,poll,Fashion,HI,IN,2025-10-21,06,0.52,1849,96,37,14,0.0809,Yes
1569,LinkedIn,carousel,Travel,DE,BR,2025-12-16,03,0.72,18547,1140,438,175,0.0947,Yes
1570,LinkedIn,article,Lifestyle,EN,BR,2025-09-01,19,0.65,16362,1118,430,172,0.1052,Yes
1571,LinkedIn,poll,Fashion,HI,MX,2025-09-04,23,-0.17,40334,2240,861,344,0.0855,Yes
1572,LinkedIn,video,Education,HI,UK,2025-09-10,05,0.76,24462,894,344,137,0.0563,No
1573,LinkedIn,video,Fashion,UR,DE,2025-04-30,15,0.2,40178,1660,638,255,0.0636,No
1574,LinkedIn,image,Food,EN,CA,2025-08-08,09,0.85,40672,3537,1360,544,0.1338,Yes
1575,LinkedIn,article,Travel,JA,BR,2025-06-18,02,-0.59,32340,1543,593,237,0.0734,No
1576,LinkedIn,article,Travel,FR,UK,2025-01-06,05,0.95,13112,1021,393,157,0.12,Yes
1577,LinkedIn,carousel,Education,UR,US,2025-02-18,03,0.99,3019,90,34,13,0.0463,No
1578,LinkedIn,image,Business,DE,US,2025-12-24,14,0.56,41153,3132,1204,481,0.1171,Yes
1579,LinkedIn,image,Entertainment,UR,JP,2025-06-29,09,0.59,7117,481,185,74,0.1041,Yes
1580,LinkedIn,poll,Technology,ES,FR,2025-02-08,02,0.75,12496,234,90,36,0.0288,No
1581,LinkedIn,video,Business,JA,FR,2025-12-31,15,0.46,17387,376,144,57,0.0333,No
1582,LinkedIn,article,Fashion,FR,CA,2025-12-13,10,0.51,49803,1446,556,222,0.0447,No
1583,LinkedIn,carousel,Business,FR,UK,2025-12-12,10,0.66,41127,1454,559,223,0.0544,No
1584,LinkedIn,article,Fashion,PT,DE,2025-05-28,10,0.41,18628,549,211,84,0.0454,No
1585,LinkedIn,article,Food,DE,MX,2025-10-14,16,0.66,40652,3398,1307,522,0.1286,Yes
1586,LinkedIn,carousel,Lifestyle,DE,BR,2025-06-15,15,0.06,1296,20,7,3,0.0242,No
1587,LinkedIn,poll,Food,DE,UK,2025-03-11,15,0.66,30489,1873,720,288,0.0945,Yes
1588,LinkedIn,poll,Food,UR,JP,2025-01-09,09,-0.93,15083,705,271,108,0.072,No
1589,LinkedIn,image,Travel,HI,DE,2025-07-20,14,0.63,44397,1689,649,259,0.0586,No
1590,LinkedIn,poll,Sports,FR,UK,2025-12-22,14,-0.19,22962,1381,531,212,0.0926,Yes
1591,LinkedIn,carousel,Food,FR,JP,2025-06-25,10,0.07,11998,874,336,134,0.1123,Yes
1592,LinkedIn,carousel,Entertainment,UR,US,2025-03-08,10,-0.08,43390,1341,516,206,0.0476,No
1593,LinkedIn,video,Health,EN,FR,2025-04-11,14,0.45,41002,2566,987,394,0.0963,Yes
1594,LinkedIn,article,Lifestyle,DE,MX,2025-12-29,14,0.52,28686,895,344,137,0.048,No
1595,LinkedIn,image,Lifestyle,FR,CA,2025-05-13,15,0.62,45540,2182,839,335,0.0737,No
1596,LinkedIn,carousel,Technology,JA,BR,2025-03-05,09,0.48,17056,1449,557,223,0.1308,Yes
1597,LinkedIn,carousel,Fashion,DE,US,2025-09-18,17,0.96,33927,2592,997,398,0.1176,Yes
1598,LinkedIn,video,Food,DE,BR,2025-08-17,08,0.73,19441,346,133,53,0.0274,No
1599,LinkedIn,video,Technology,JA,FR,2025-08-28,14,0.18,43712,2925,1125,450,0.103,Yes
1600,LinkedIn,article,Food,EN,US,2025-11-26,18,0.57,18261,754,290,116,0.0636,No
1601,LinkedIn,poll,Education,PT,DE,2025-05-06,10,0.42,38396,2632,1012,405,0.1055,Yes
1602,LinkedIn,article,Technology,FR,UK,2025-10-27,21,0.46,21858,1135,436,174,0.0799,No
1603,LinkedIn,carousel,Lifestyle,PT,FR,2025-02-09,14,0.68,39243,1877,722,288,0.0736,No
1604,LinkedIn,carousel,Fashion,ES,CA,2025-01-09,22,0.15,46328,1357,522,208,0.0451,No
1605,LinkedIn,video,Food,ES,JP,2025-08-05,00,0.61,15174,1254,482,193,0.1273,Yes
1606,LinkedIn,poll,Health,PT,US,2025-06-07,15,0.58,20821,1632,627,251,0.1206,Yes
1607,LinkedIn,article,Business,DE,CA,2025-05-15,09,-0.52,45692,2254,867,346,0.0759,No
1608,LinkedIn,carousel,Health,UR,JP,2025-09-03,10,0.62,18533,1572,604,241,0.1305,Yes
1609,LinkedIn,carousel,Education,HI,DE,2025-04-18,16,0.77,41624,858,330,132,0.0317,No
1610,LinkedIn,poll,Fashion,UR,IN,2025-03-29,17,-0.11,36260,923,355,142,0.0392,No
1611,LinkedIn,article,Food,FR,UK,2025-09-30,18,-0.11,9331,529,203,81,0.0874,Yes
1612,LinkedIn,video,Lifestyle,ES,IN,2025-12-19,11,0.94,20345,492,189,75,0.0373,No
1613,LinkedIn,article,Lifestyle,PT,IN,2025-04-11,14,0.44,21139,772,297,118,0.0562,No
1614,LinkedIn,carousel,Travel,HI,IN,2025-01-25,23,0.15,16556,1067,410,164,0.0992,Yes
